entry,at,order
"All players in hand choose to run it twice.",2026-09-04T08:30:49.977Z,178851064997701
"""Henry @ FQN9hzhzP_"" chooses to  run it twice.",2026-09-04T08:30:49.977Z,178851064997700
"""bartyo @ gpP9uUffpu"" chooses to  run it twice.",2026-09-04T08:30:49.838Z,178851064983800
"Remaining players decide whether to run it twice.",2026-09-04T08:30:48.357Z,178851064835701
"""Henry @ FQN9hzhzP_"" calls 345",2026-09-04T08:30:48.357Z,178851064835700
"""bartyo @ gpP9uUffpu"" raises to 345 and go all in",2026-09-04T08:30:47.113Z,178851064711300
"""Henry @ FQN9hzhzP_"" posts a big blind of 10",2026-09-04T08:30:45.581Z,178851064558105
"""bartyo @ gpP9uUffpu"" posts a small blind of 5",2026-09-04T08:30:45.581Z,178851064558104
"Your hand is Q♠, 5♠",2026-09-04T08:30:45.581Z,178851064558102
"Player stacks: #1 ""bartyo @ gpP9uUffpu"" (345) | #2 ""Henry @ FQN9hzhzP_"" (4560)",2026-09-04T08:30:45.581Z,178851064558101
"-- starting hand #355 (id: gla2kciuakrf)  No Limit Texas Hold'em (dealer: ""bartyo @ gpP9uUffpu"") --",2026-09-04T08:30:45.581Z,178851064558100
"Undealt cards:  [10♥, 6♦, 5♥, A♠, Q♠]",2026-09-04T08:30:41.224Z,178851064122400
"-- ending hand #354 --",2026-09-04T08:30:39.648Z,178851063964802
"""bartyo @ gpP9uUffpu"" collected 10 from pot",2026-09-04T08:30:39.648Z,178851063964801
"Uncalled bet of 5 returned to ""bartyo @ gpP9uUffpu""",2026-09-04T08:30:39.648Z,178851063964800
"""Henry @ FQN9hzhzP_"" folds",2026-09-04T08:30:38.773Z,178851063877300
"""bartyo @ gpP9uUffpu"" posts a big blind of 10",2026-09-04T08:30:16.767Z,178851061676705
"""Henry @ FQN9hzhzP_"" posts a small blind of 5",2026-09-04T08:30:16.767Z,178851061676704
"Player stacks: #1 ""bartyo @ gpP9uUffpu"" (340) | #2 ""Henry @ FQN9hzhzP_"" (4565)",2026-09-04T08:30:16.767Z,178851061676701
"-- starting hand #354 (id: vtrn7c2qvul7)  No Limit Texas Hold'em (dealer: ""Henry @ FQN9hzhzP_"") --",2026-09-04T08:30:16.767Z,178851061676700
"-- ending hand #353 --",2026-09-04T08:30:08.760Z,178851060876002
"""bartyo @ gpP9uUffpu"" collected 340 from pot with Straight, 9 High on the second run  (combination: 5♠, 6♠, 7♣, 8♥, 9♠)",2026-09-04T08:30:08.760Z,178851060876001
"""Henry @ FQN9hzhzP_"" collected 340 from pot with Two Pair, J's & 4's (combination: 10♣, 4♥, 4♦, J♦, J♥)",2026-09-04T08:30:08.760Z,178851060876000
"River (second run): 5♠, 4♠, A♥, 7♣ [8♥]",2026-09-04T08:30:04.681Z,178851060468100
"Turn (second run): 5♠, 4♠, A♥ [7♣]",2026-09-04T08:30:00.608Z,178851060060800
"Flop (second run):  [5♠, 4♠, A♥]",2026-09-04T08:29:56.592Z,178851059659200
"River: 4♥, 2♥, 4♦, 10♣ [8♠]",2026-09-04T08:29:52.504Z,178851059250400
"Turn: 4♥, 2♥, 4♦ [10♣]",2026-09-04T08:29:48.496Z,178851058849600
"Flop:  [4♥, 2♥, 4♦]",2026-09-04T08:29:44.489Z,178851058448900
"""Henry @ FQN9hzhzP_"" shows a J♦, J♥.",2026-09-04T08:29:40.463Z,178851058046300
"""bartyo @ gpP9uUffpu"" shows a 9♠, 6♠.",2026-09-04T08:29:40.134Z,178851058013400
"All players in hand choose to run it twice.",2026-09-04T08:29:39.642Z,178851057964201
"""bartyo @ gpP9uUffpu"" chooses to  run it twice.",2026-09-04T08:29:39.642Z,178851057964200
"""Henry @ FQN9hzhzP_"" chooses to  run it twice.",2026-09-04T08:29:38.778Z,178851057877800
"Remaining players decide whether to run it twice.",2026-09-04T08:29:37.000Z,178851057700001
"""Henry @ FQN9hzhzP_"" calls 340",2026-09-04T08:29:37.000Z,178851057700000
"""bartyo @ gpP9uUffpu"" raises to 340 and go all in",2026-09-04T08:29:33.925Z,178851057392500
"""Henry @ FQN9hzhzP_"" posts a big blind of 10",2026-09-04T08:29:32.775Z,178851057277505
"""bartyo @ gpP9uUffpu"" posts a small blind of 5",2026-09-04T08:29:32.775Z,178851057277504
"Your hand is 9♠, 6♠",2026-09-04T08:29:32.775Z,178851057277502
"Player stacks: #1 ""bartyo @ gpP9uUffpu"" (340) | #2 ""Henry @ FQN9hzhzP_"" (4565)",2026-09-04T08:29:32.775Z,178851057277501
"-- starting hand #353 (id: oje3ylzka1sl)  No Limit Texas Hold'em (dealer: ""bartyo @ gpP9uUffpu"") --",2026-09-04T08:29:32.775Z,178851057277500
"""Henry @ FQN9hzhzP_"" shows a 6♥, 5♣.",2026-09-04T08:29:27.510Z,178851056751000
"Undealt cards:  [7♣, K♠, Q♠, 3♥, K♦]",2026-09-04T08:29:26.453Z,178851056645300
"""bartyo @ gpP9uUffpu"" shows a 2♠, 4♠.",2026-09-04T08:29:25.900Z,178851056590000
"-- ending hand #352 --",2026-09-04T08:29:25.454Z,178851056545402
"""bartyo @ gpP9uUffpu"" collected 10 from pot",2026-09-04T08:29:25.454Z,178851056545401
"Uncalled bet of 5 returned to ""bartyo @ gpP9uUffpu""",2026-09-04T08:29:25.454Z,178851056545400
"""Henry @ FQN9hzhzP_"" folds",2026-09-04T08:29:24.575Z,178851056457500
"""bartyo @ gpP9uUffpu"" posts a big blind of 10",2026-09-04T08:29:00.996Z,178851054099605
"""Henry @ FQN9hzhzP_"" posts a small blind of 5",2026-09-04T08:29:00.996Z,178851054099604
"Your hand is 2♠, 4♠",2026-09-04T08:29:00.996Z,178851054099602
"Player stacks: #1 ""bartyo @ gpP9uUffpu"" (335) | #2 ""Henry @ FQN9hzhzP_"" (4570)",2026-09-04T08:29:00.996Z,178851054099601
"-- starting hand #352 (id: gb6y5xe4zyrn)  No Limit Texas Hold'em (dealer: ""Henry @ FQN9hzhzP_"") --",2026-09-04T08:29:00.996Z,178851054099600
"-- ending hand #351 --",2026-09-04T08:28:52.966Z,178851053296602
"""Henry @ FQN9hzhzP_"" collected 335 from pot with Two Pair, 9's & 3's on the second run  (combination: K♥, 3♣, 3♦, 9♥, 9♦)",2026-09-04T08:28:52.966Z,178851053296601
"""bartyo @ gpP9uUffpu"" collected 335 from pot with Pair, 10's (combination: 5♥, 7♦, J♣, 10♠, 10♦)",2026-09-04T08:28:52.966Z,178851053296600
"River (second run): 3♣, K♥, 5♠, 9♦ [3♦]",2026-09-04T08:28:48.961Z,178851052896100
"Turn (second run): 3♣, K♥, 5♠ [9♦]",2026-09-04T08:28:44.959Z,178851052495900
"Flop (second run):  [3♣, K♥, 5♠]",2026-09-04T08:28:40.906Z,178851052090600
"River: J♣, 7♦, 5♥, 10♦ [3♠]",2026-09-04T08:28:36.898Z,178851051689800
"Turn: J♣, 7♦, 5♥ [10♦]",2026-09-04T08:28:32.779Z,178851051277900
"Flop:  [J♣, 7♦, 5♥]",2026-09-04T08:28:28.754Z,178851050875400
"""Henry @ FQN9hzhzP_"" shows a 9♥, 4♥.",2026-09-04T08:28:24.690Z,178851050469001
"""bartyo @ gpP9uUffpu"" shows a 10♠, 2♣.",2026-09-04T08:28:24.690Z,178851050469000
"All players in hand choose to run it twice.",2026-09-04T08:28:23.853Z,178851050385301
"""Henry @ FQN9hzhzP_"" chooses to  run it twice.",2026-09-04T08:28:23.853Z,178851050385300
"""bartyo @ gpP9uUffpu"" chooses to  run it twice.",2026-09-04T08:28:20.314Z,178851050031400
"Remaining players decide whether to run it twice.",2026-09-04T08:28:19.518Z,178851049951801
"""Henry @ FQN9hzhzP_"" calls 335",2026-09-04T08:28:19.518Z,178851049951800
"""bartyo @ gpP9uUffpu"" raises to 335 and go all in",2026-09-04T08:27:54.075Z,178851047407500
"""Henry @ FQN9hzhzP_"" posts a big blind of 10",2026-09-04T08:27:52.438Z,178851047243805
"""bartyo @ gpP9uUffpu"" posts a small blind of 5",2026-09-04T08:27:52.438Z,178851047243804
"Your hand is 10♠, 2♣",2026-09-04T08:27:52.438Z,178851047243802
"Player stacks: #1 ""bartyo @ gpP9uUffpu"" (335) | #2 ""Henry @ FQN9hzhzP_"" (4570)",2026-09-04T08:27:52.438Z,178851047243801
"-- starting hand #351 (id: qvudryqasppm)  No Limit Texas Hold'em (dealer: ""bartyo @ gpP9uUffpu"") --",2026-09-04T08:27:52.438Z,178851047243800
"-- ending hand #350 --",2026-09-04T08:27:44.270Z,178851046427002
"""bartyo @ gpP9uUffpu"" collected 335 from pot with Pair, 5's on the second run  (combination: 8♦, J♥, A♥, 5♥, 5♦)",2026-09-04T08:27:44.270Z,178851046427001
"""Henry @ FQN9hzhzP_"" collected 335 from pot with Full House, K's over 2's (combination: 2♣, 2♠, K♥, K♠, K♣)",2026-09-04T08:27:44.270Z,178851046427000
"River (second run): 6♥, 3♦, J♥, A♥ [5♦]",2026-09-04T08:27:40.249Z,178851046024900
"Turn (second run): 6♥, 3♦, J♥ [A♥]",2026-09-04T08:27:36.186Z,178851045618600
"Flop (second run):  [6♥, 3♦, J♥]",2026-09-04T08:27:32.055Z,178851045205500
"River: K♠, 4♠, 2♠, 7♥ [K♣]",2026-09-04T08:27:28.045Z,178851044804500
